nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
5,3,30,0,0.975,7.37239146232605,0
5,3,30,5,0.9125,6.591058254241943,413
5,3,30,10,0.9125,5.819838523864746,481
5,3,30,15,0.8625,7.319061040878296,565
