nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
5,2,30,0,0.9125,8.872799634933472,0
5,2,30,5,0.8625,5.927868843078613,279
5,2,30,10,0.9125,7.111088275909424,365
5,2,30,15,0.875,9.092154264450073,456
