nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
5,3,20,0,0.85,4.591326713562012,0
5,3,20,5,0.9,4.211101531982422,393
5,3,20,10,0.825,5.176394939422607,530
5,3,20,15,0.8125,5.331707954406738,523
