nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
10,1,30,0,0.45,2.127782106399536,0
10,1,30,10,0.4125,1.5784924030303955,31
10,1,30,20,0.4375,1.5340027809143066,29
10,1,30,30,0.4375,1.567591428756714,31
