nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
1,1,30,0,1.0,14.805240869522097,0
1,1,30,1,0.975,13.915409088134766,319
1,1,30,2,1.0,13.398529529571531,318
1,1,30,3,1.0,12.782140493392944,317
