nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
1,1,30,0,0.9875,13.09810066,0
1,1,30,1,1,13.017483,319
1,1,30,2,1,13.10930371,318
1,1,30,3,1,13.16039109,317
