nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
1,1,30,0,0.9211538461538461,14.90722370147705,0
1,1,30,0,0.9211538461538461,14.90722370147705,0
1,1,30,0,0.9211538461538461,14.90722370147705,0
1,1,30,0,0.9211538461538461,14.90722370147705,0
1,1,30,0,0.9211538461538461,14.90722370147705,0
1,1,30,1,0.9442307692307692,14.173907995224,2079
1,1,30,1,0.9442307692307692,14.173907995224,0
1,1,30,1,0.9442307692307692,14.173907995224,0
1,1,30,1,0.9442307692307692,14.173907995224,0
1,1,30,1,0.9442307692307692,14.173907995224,0
1,1,30,2,0.9961538461538462,14.258668184280396,2078
1,1,30,2,0.9961538461538462,14.258668184280396,0
1,1,30,2,0.9961538461538462,14.258668184280396,0
1,1,30,2,0.9961538461538462,14.258668184280396,0
1,1,30,2,0.9961538461538462,14.258668184280396,0
1,1,30,3,0.9807692307692307,14.238020658493042,2077
