nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
1,1,10,0,0.9230769230769231,6.673153400421143,0
1,1,10,0,0.9230769230769231,6.673153400421143,0
1,1,10,0,0.9230769230769231,6.673153400421143,0
1,1,10,0,0.9230769230769231,6.673153400421143,0
1,1,10,0,0.9230769230769231,6.673153400421143,0
1,1,10,1,0.9365384615384615,6.173915863037109,2079
1,1,10,1,0.9365384615384615,6.173915863037109,0
1,1,10,1,0.9365384615384615,6.173915863037109,0
1,1,10,1,0.9365384615384615,6.173915863037109,0
1,1,10,1,0.9365384615384615,6.173915863037109,0
1,1,10,2,0.9057692307692308,5.8948845863342285,2078
1,1,10,2,0.9057692307692308,5.8948845863342285,0
1,1,10,2,0.9057692307692308,5.8948845863342285,0
1,1,10,2,0.9057692307692308,5.8948845863342285,0
1,1,10,2,0.9057692307692308,5.8948845863342285,0
1,1,10,3,0.9288461538461539,5.99657154083252,2077
