nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
10,1,30,0,0.6615384615384615,23.764570951461792,0
10,1,30,2,0.6538461538461539,2.4876163005828857,206
10,1,30,4,0.676923076923077,9.507527828216553,828
10,1,30,6,0.6365384615384615,9.474560737609863,826
10,1,30,8,0.6807692307692308,16.170073747634888,1448
10,1,30,10,0.6846153846153846,12.806968927383423,1030
10,1,30,12,0.6596153846153846,16.52510952949524,1444
10,1,30,14,0.675,17.461963891983032,1442
10,1,30,16,0.675,18.735745429992676,1648
10,1,30,18,0.6480769230769231,19.009618282318115,1646
10,1,30,20,0.6807692307692308,18.50981330871582,1644
10,1,30,22,0.6519230769230769,23.756718158721924,2058
10,1,30,24,0.7057692307692308,23.79177474975586,2056
10,1,30,26,0.6461538461538462,21.33099603652954,1847
10,1,30,28,0.6711538461538461,23.45535397529602,2052
10,1,30,30,0.676923076923077,20.589151620864868,1842
