nb_shards,nb_slices,nb_epochs,nb_requests,accuracy,retraining_time,nb_retrained_points
1,1,30,0,0.9807692307692307,15.91726040840149,0
1,1,30,0,0.9807692307692307,15.91726040840149,0
1,1,30,0,0.9807692307692307,15.91726040840149,0
1,1,30,0,0.9807692307692307,15.91726040840149,0
1,1,30,0,0.9807692307692307,15.91726040840149,0
1,1,30,1,0.9076923076923077,14.610204696655272,2079
1,1,30,1,0.9076923076923077,14.610204696655272,0
1,1,30,1,0.9076923076923077,14.610204696655272,0
1,1,30,1,0.9076923076923077,14.610204696655272,0
1,1,30,1,0.9076923076923077,14.610204696655272,0
1,1,30,2,0.9596153846153846,14.317103147506714,2078
1,1,30,2,0.9596153846153846,14.317103147506714,0
1,1,30,2,0.9596153846153846,14.317103147506714,0
1,1,30,2,0.9596153846153846,14.317103147506714,0
1,1,30,2,0.9596153846153846,14.317103147506714,0
1,1,30,3,0.9711538461538461,14.671796798706056,2077
